Município,Componente Curricular,Etapa,Previstos,Avaliados,% Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,H 01 (%),H 02 (%),H 03 (%),H 04 (%),H 06 (%),H 07 (%),H 08 (%),H 09 (%),H 10 (%),Ciclos,Ano,Componente,H 45 (%),H 46 (%),H 47 (%),H 49 (%),H 50 (%),H 51 (%),H 52 (%),H 05 (%),H 11 (%),H 48 (%),H 53 (%),H 54 (%),H 55 (%),H 56 (%),H 57 (%),H 58 (%),H 59 (%),H 61 (%),H 62 (%),H 12 (%),H 14 (%),H 17 (%),H 19 (%),H 20 (%),H 21 (%),H 22 (%),H 26 (%),H 29 (%),H 60 (%),H 63 (%),H 64 (%),H 65 (%),H 66 (%),H 67 (%),H 68 (%),H 69 (%),H 71 (%),H 76 (%),H 77 (%),H 23 (%),H 24 (%),H 25 (%),H 27 (%),H 28 (%),H 30 (%),H 31 (%),H 36 (%),H 38 (%),H 70 (%),H 72 (%),H 73 (%),H 74 (%),H 75 (%),H 78 (%),H 80 (%),H 81 (%),H 82 (%),H 83 (%),H 85 (%),H 32 (%),H 33 (%),H 34 (%),H 35 (%),H 37 (%),H 39 (%),H 40 (%),H 41 (%),H 42 (%),H 43 (%),H 44 (%),H 79 (%),H 84 (%),H 86 (%),H 87 (%),H 88 (%),H 90 (%),H 91 (%),H 92 (%),H 93 (%),H 13 (%),H 16 (%),H 18 (%),H 15 (%),H 89 (%),H 94 (%),H 95 (%),H 96 (%),H 97 (%),H 98 (%)
CRATEUS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,812,677,83%,22%,30%,49%,68%,90.0,82.0,72.0,52.0,51.0,61.0,64.0,72.0,78.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRATO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,1280,993,78%,38%,28%,34%,61%,87.0,68.0,61.0,44.0,47.0,58.0,59.0,66.0,67.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROATA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,231,208,90%,20%,25%,55%,74%,95.0,87.0,75.0,54.0,60.0,68.0,78.0,74.0,71.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPUTADO IRAPUAN PINHEIRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,98,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERERE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,101,60,59%,40%,28%,32%,60%,93.0,79.0,55.0,37.0,35.0,56.0,67.0,75.0,65.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSEBIO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,1008,889,88%,14%,18%,68%,76%,94.0,89.0,77.0,58.0,55.0,70.0,83.0,88.0,83.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARIAS BRITO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,234,213,91%,33%,29%,38%,66%,90.0,86.0,58.0,42.0,42.0,60.0,69.0,70.0,70.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORQUILHA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,312,248,79%,32%,18%,50%,66%,83.0,70.0,64.0,56.0,62.0,67.0,63.0,69.0,68.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTALEZA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,165,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,226,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL SAMPAIO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,117,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRACA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,202,195,97%,14%,16%,70%,83%,94.0,86.0,80.0,68.0,67.0,79.0,88.0,79.0,90.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANJA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,758,728,96%,19%,24%,56%,71%,92.0,81.0,76.0,59.0,54.0,67.0,68.0,76.0,75.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANJEIRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,81,18,22%,61%,28%,11%,47%,78.0,81.0,31.0,44.0,46.0,25.0,50.0,47.0,36.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROAIRAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,152,151,99%,3%,9%,89%,87%,97.0,92.0,86.0,74.0,75.0,94.0,87.0,93.0,95.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAIUBA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,497,306,62%,45%,28%,26%,57%,78.0,76.0,53.0,41.0,45.0,57.0,55.0,58.0,59.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARACIABA DO NORTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,711,685,96%,12%,20%,68%,76%,94.0,91.0,77.0,59.0,61.0,74.0,77.0,81.0,88.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARAMIRANGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,81,76,94%,18%,30%,51%,71%,98.0,93.0,68.0,37.0,51.0,64.0,75.0,79.0,74.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDROLANDIA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,286,210,73%,18%,27%,55%,74%,92.0,93.0,77.0,44.0,58.0,63.0,81.0,80.0,67.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBARETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,154,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIAPINA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,338,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICUITINGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,157,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICAPUI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,311,232,75%,40%,31%,29%,61%,88.0,80.0,57.0,40.0,43.0,61.0,60.0,59.0,66.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,681,101,15%,25%,31%,45%,64%,88.0,54.0,71.0,44.0,51.0,73.0,48.0,72.0,81.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGUATU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,233,31,13%,29%,29%,42%,63%,91.0,78.0,65.0,39.0,43.0,62.0,55.0,60.0,83.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDEPENDENCIA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,219,189,86%,17%,23%,60%,76%,90.0,67.0,74.0,68.0,62.0,68.0,86.0,80.0,88.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPAPORANGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,168,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPAUMIRIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,136,129,95%,34%,23%,43%,67%,89.0,70.0,66.0,47.0,59.0,70.0,53.0,68.0,77.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPUEIRAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,485,429,88%,14%,21%,66%,79%,94.0,87.0,84.0,57.0,73.0,76.0,89.0,79.0,82.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRACEMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,178,148,83%,25%,32%,43%,67%,89.0,86.0,63.0,45.0,41.0,62.0,65.0,76.0,81.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRAUCUBA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,396,321,81%,21%,21%,58%,76%,91.0,87.0,72.0,57.0,58.0,67.0,83.0,82.0,72.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAICABA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,77,73,95%,11%,33%,56%,71%,95.0,95.0,76.0,49.0,51.0,55.0,78.0,86.0,78.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAITINGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,423,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPAJE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,337,261,77%,22%,23%,55%,71%,89.0,83.0,71.0,44.0,56.0,69.0,69.0,69.0,79.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPIUNA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,210,199,95%,17%,23%,60%,75%,88.0,87.0,71.0,59.0,67.0,78.0,70.0,80.0,78.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITATIRA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,204,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,246,221,90%,16%,24%,60%,75%,91.0,84.0,78.0,52.0,64.0,68.0,77.0,77.0,80.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARIBARA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,155,72,46%,25%,19%,56%,68%,89.0,83.0,62.0,48.0,56.0,69.0,69.0,76.0,78.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARIBE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,562,435,77%,51%,25%,24%,57%,80.0,80.0,54.0,37.0,39.0,46.0,57.0,64.0,59.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARUANA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,347,293,84%,29%,30%,41%,64%,90.0,87.0,56.0,46.0,42.0,64.0,55.0,77.0,77.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JARDIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,346,312,90%,30%,22%,48%,70%,84.0,85.0,66.0,52.0,55.0,66.0,70.0,71.0,73.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JATI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,149,87,58%,32%,21%,47%,65%,84.0,81.0,59.0,45.0,57.0,54.0,52.0,73.0,88.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUAZEIRO DO NORTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,1292,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUCAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,323,289,89%,42%,32%,26%,60%,90.0,82.0,58.0,33.0,42.0,52.0,66.0,64.0,51.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVRAS DA MANGABEIRA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,270,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMOEIRO DO NORTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,586,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADALENA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,249,210,84%,22%,31%,47%,72%,90.0,83.0,73.0,57.0,59.0,69.0,70.0,69.0,72.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARACANAU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,3120,4,0%,100%,0%,0%,18%,0.0,17.0,9.0,50.0,29.0,11.0,40.0,7.0,25.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARANGUAPE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,1118,936,84%,31%,32%,37%,66%,91.0,82.0,66.0,47.0,46.0,59.0,74.0,64.0,70.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,635,459,72%,24%,25%,51%,71%,88.0,90.0,65.0,54.0,56.0,66.0,74.0,79.0,67.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINOPOLE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,223,186,83%,22%,24%,55%,74%,90.0,86.0,78.0,61.0,64.0,60.0,79.0,81.0,68.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASSAPE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,550,491,89%,13%,22%,65%,77%,91.0,91.0,75.0,65.0,60.0,70.0,76.0,86.0,89.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAURITI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,620,542,87%,37%,23%,39%,63%,82.0,78.0,64.0,38.0,50.0,58.0,60.0,68.0,67.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERUOCA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,254,238,94%,13%,13%,74%,82%,96.0,89.0,87.0,67.0,71.0,72.0,84.0,86.0,78.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILAGRES,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,210,202,96%,30%,38%,33%,65%,87.0,80.0,59.0,41.0,52.0,56.0,70.0,62.0,69.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILHA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,159,156,98%,1%,12%,88%,89%,98.0,94.0,89.0,69.0,80.0,93.0,88.0,90.0,96.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMBACA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,451,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONSENHOR TABOSA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,169,106,63%,33%,29%,38%,66%,88.0,86.0,62.0,40.0,53.0,58.0,75.0,70.0,58.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADA NOVA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,598,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORRINHOS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,309,265,86%,42%,28%,30%,59%,86.0,84.0,52.0,41.0,38.0,45.0,60.0,73.0,59.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUCAMBO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,208,153,74%,69%,14%,16%,45%,75.0,34.0,32.0,43.0,36.0,56.0,36.0,45.0,52.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULUNGU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,149,115,77%,26%,43%,30%,62%,91.0,80.0,63.0,43.0,46.0,61.0,36.0,74.0,72.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA OLINDA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,216,208,96%,13%,19%,68%,82%,94.0,93.0,78.0,63.0,68.0,78.0,89.0,89.0,79.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA RUSSAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,344,239,69%,21%,24%,54%,70%,90.0,78.0,70.0,57.0,61.0,63.0,64.0,74.0,88.0,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO ORIENTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,372,0,0%,0%,0%,0%,0%,,,,,,,,,,1,1,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
